nummer,datum,inhoud,folio nr,vervolg nr,bron,bijzonderheden
10000110,1562,"Arint Jacopsz, van Haerlem, gebruikt 2 morgen ½ hont, hoert toe Pauls van der Laen, baljuw van Kermerland, om 33 gld 12 st (huurcedul 31 Jan. 1554 (53)",fol 13,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000111,1562,"Heynderick Willemsz, waert in de Vergulde Valck tot Haerlem, gebruikt daeran 3 mad, hoert toe de erfgenamen van Jan Vrancken tot Leiden, om 36 gld",fol 13,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000112,1562,t gasthuis van St Lysbeth bruikt daeran 10 hont eigen land,fol 13,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000113,1562,"Allart Pieter, van Sandtvoort, gebruikt daeran 11 ½ hont, hoert toe St Ursulaconvent te Haarlem, om 31 gld",fol 13,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000114,1562,"Cornelis Michielsz tot Haarlem gebruikt daeran 2 ½ morgen, hoert toe die memorieheeren binnen Haerlem, om 55 gld",fol 13v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000115,1562,"de commandeur van St Jan gebruijckt an malcander tot over de vaert tot 7 morgen 3 ½ hont, es geset op 100 gld (hier is nog een stuk in gerekent staat fol 15 fa. 1)",fol 13v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000116,1562,"Cornelis Dircksz van Haerlem heeft angebracht voor Thomas zyn zoon gebruikt daeran 8 hont lants, hoert toe een bagyn op ten Hof [Josina], om 24 gld",fol 13v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000117,1562,"mr Govart, talman tot Haerlem, gebruikt daeran 8 hont eigen land, geset op 21 gld",fol 13v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000118,1562,t gasthuis van St Lysbeth hebben daeran 2 morgen 5 hont eigen land,fol 13v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000119,1562,"Geryt van Montfoort en weduwe tot Haerlem, gebruikt 7 ½ hond lants, hoert Cornelis Dooren tot Haerlem, om 24 gld (tevoren verhuurd door Claertgen Doorn)",fol 14,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000120,1562,"Arian Gerijtsz [Gau]  tot Haerlem gebruikt daeran 2 morgen 5 hont lants [= 3 morgen min 1 hont] , hoert toe Ackije Jan Ghijsen tot Haerlem, om 50 gld",fol 14,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000121,1562,"Claes Cornelisz, sleepper tot Haerlem, gebruikt daeran 7 ½ hont, hoert toe Swaentge tot Haerlem, om 16 gld",fol 14,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000122,1562,"Pieter Cornelisz Backge gebruikt [huurt] daeran 8 ½ hont, hoert toe de Zieken buiten Haerlem, om 19 gld",fol 14,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000123,1562,"Egbart Willemsz gebruikt daeran zijn woninge, is gezet op 10 gld",fol 14,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000124,1562,"Willem Suijer gebruikt daeran een woninge, hoert toe Pieter Cornelisz Backge te Overveen, om 5 gld 10st",fol 14,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000125,1562,"mr Govart, talman tot Haerlem, gebruikt daeran 2 morgen 3 ½ hont eigen ende geset op 8 gld",fol 14v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000126,1562,"Jeroeijn Claesz, duijnmaer, gebruikt daeran een woning, hoert toe mr Govart talman te Haerlem, om 9 gld",fol 14v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000127,1562,"die schout van Overveen gebruikt daeran zijn eygen woning, is gezet op 11 gld",fol 14v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000128,1562,"Claes Nillemovert gebruikt daeran een woninckge met 1 morgen, hoert toe mr Drick Ramp, burgemeester tot Haerlem, om 6 gld",fol 14v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000129,1562,"Claes Bartsz gebruikt daeran 3 ½ morgen, hoert toe Egbart Willemsz Ramp en erven tot Haerlem cs, om 12 gld",fol 14v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000130,1562,"Cornelis Cornelisz gebruikt daeran 10 ½ hont, hoert toe mr Thomas, cappelaen  tot Haerlem, heeft mitte hofstede in één huur. Zal nog volgen, de hofstede staat op fol 24 fa 1",fol 14v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000131,1562,"Dirck Fransz babelaer [babbelaer]  gebruikt daeran 11 hont lants, hoert Claes Willemsz van Sandtvoert, om 32 gld",fol 15,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000132,1562,"Jan Engelsz gebruikt daeran 10 ½ hont, hoert toe Wouter van Bekesteyn tot Haerlem, om 32 gld",fol 15,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000133,1562,"de commandeur van St Jan alhier beoosten, getaxeerd tesamen met het voorgaande op fol 13 fac. 2a",fol 15,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000134,1562,"mijn heer de commandeur gebruikt daeran 8 hont lant, hoert toe de Vrouwenbroeders binnen Haerlem, om 20 Kar gld",fol 15,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000135,1562,"Loueris Willemsz in den Kadt tot Haerlem, gebruikt daeran 3 morgen en ½ hont, hoert toe het Vrouwengild binnen Haerlem, om 63 gld",fol 15,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000136,1562,"Katrijn Roelfsdochter tot Haerlem, gebruikt daeran 8 hont lants, hoert Jan Heyndericksz tot Assendelft, om 20 gld",fol 15v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000137,1562,"Jacop Heijndericksz coemen [coman]  gebruikt daeran 11 hont lants, hoert toe Jan Heijndericksz van Assendelft, om 23 gld",fol 15v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000138,1562,"Steven Jansz tot Haerlem gebruikt daeran 3 ½ morgen, hoert toe Jacop Willemsz [Loo] met zijn moeder tot Haerlem, om 51 gld 10st",fol 15v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000139,1562,"Loueris Jansz Bitter, brouwer tot Haerlem, gebruikt daeran 2 mad lant, hoert Adrian Pietersz van Hoeren [van Hoorn]  tot Haerlem, om 20 gld (huurcedul dd 10 sept. 1557)",fol 15v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000140,1562,"Loueris Jansz Bitter, brouwer tot Haerlem, gebruikt int voers. lant 3 mad eigen land, es geset t mad op 10 gld, tesamen 30 gld",fol 15v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000141,1562,"Pieter Houteman, van Sandtvoort, gebruikt daeran 9 ½ hont land, hoert toe St Ursulenconvent te Haerlem, om 28 gld",fol 16,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000142,1562,"mr Huijch Bol, scepen van Haerlem, gebruikt daeran 9 ½ hont lant, hoert Willem Schoutten in den Haeg, om 18 gld",fol 16,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000143,1562,"Pieter Fransz Speck gebruikt een woning, hoert toe Claes Hals, brouwer tot Haerlem, om 4 gld",fol 16,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000144,1562,"Claes Bartsz gebruikt daeran 7 morgen 4 ½ hont, hoert de erfgenamen van Egbart Willemsz Ramp, om 70 gld ",fol 16,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000145,1562,"Claes Bartsz gebruikt daeran een sate groot 13 morgen min ½ hont, hoert Floris van Vliet tot Haerlem, om 105 gld",fol 16,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000146,1562,"Pieter Vlasman tot Haerlem gebruikt daeran 9 ½ hont land, hoert Guerte Koeijien tot Haerlem, om 26 gld 10 st sjaars",fol 16v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000147,1562,"Pieter Vlasman gebruikt daeran 3 morgen, hoert toe Arian Claesz, tesaurier tot Haerlem, om 42 gld 10st",fol 16v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000148,1562,"Claes Bartsz gebruikt daeran 10 hont, hoert toe Claes Hals, brouwer tot Haerlem, om 28 gld",fol 16v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000149,1562,"Claes Cornelisz, sleper tot Haerlem, gebruikt daeran 10 ½ hont, hoert Swaentge tot Haerlem, om 23 gld. Hij gebruikt daeran 10 hont, hoert toe mr Bouwens weduwe tot Haerlem, om 29 gld",fol 16v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000150,1562,"Cornelis Cornelisz gebruikt daeran 9 ½ hont lant, hoert toe mr Thomas, capellaen Prins te Haerlem. Heeftet in één hure mette hofstede, zal nog volgen fol 24 fa. 2",fol 17,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000151,1562,"Cornelis Pieter Remmen gebruikt daeran 9 ½ hont, hoert Swaentgen tot Haerlem, om 24 gld",fol 17,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000152,1562,"Ysbrant Ockersz tot Haerlem, gebruikt daeran 5 mat, hoert de erfgenamen van Florys van Adrichem tot Haerlem, om 40 gld",fol 17,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000153,1562,"Claes Bartsz gebruikt daer bewesten an in den Parck 5 hont lands, hoert toe Martijn Pickert tot Sandtvoert, om 6 gld 15st ",fol 17,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000154,1562,"Cornelis Pieter Remmen gebruikt daeran een sate groot 14 morgen 3 ½ hont, hoert toe t gasthuis van St Lysbeth, om 171 gld",fol 17,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000155,1562,"Claes Arisz gebruikt daeran 3 mad, hoert Cornelis Jansz, schout van Overveen, om 30 gld",fol 17v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000156,1562,"Claes Arisz gebruikt daar bewesten an zijn eigen zate, groot 16 morgen 1 hont, is gezet op 68 gld",fol 17v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000157,1562,"Jacop Willemsz van Sandtvoort gebruikt daeran 3 morgen min 1 hont, hoert toe Martyn Claesz Pickert, om 52 gld",fol 17v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000158,1562,"Floris Bol gebruikt daeran 2 morgen, hoert Claes Willemsz tot Sandvoort, om 22 gld",fol 17v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000159,1562,"Pieter Coeijer gebruikt daeran 3 morgen 8 hont, hoert toe Geryt Steefven erfgenamen tot Haerlem, om 42 gld",fol 17v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000160,1562,"Florijs Bol gebruikt daeran 2 ½ morgen, hoert die weduwe en erfgenamen van Ysbrant Claesz tot Haerlem, om 25 gld",fol 18,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000161,1562,"Florys Bol bruict daran 2 ½ morgen eigen land, is gezet op 36 gld. Idem gebruikt daeran een sate groot 6 morgen 2 hont, hoert die weduwe van Ysbrant Claesz tot Haerlem, om 34 gld. Idem gebruikt daeran 3 morgen 4 hont, hoert toe zijn zuster Lysbet Wolfartsdochter [Bol] tot Haerlem, om 40 gld",fol 18,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000162,1562,"Dirck Gherytsz gebruikt daeran een sate groot 21 morgen min ½ hont, hoert Crijstoffel van Scagen [Schagen] c.s, om 114 gld (huurcedul dd 15 sept 1557)",fol 18,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000163,1562,"Pieter Gherytsz, van Sandtvoort, gebruikt daeran 4 morgen, hoert toe de erfgenamen van Egbart Ramp tot Haerlem, om 54 gld",fol 18v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000164,1562,"Ghijsbart Ghijsbartz gebruikt daeran een croft, groot 4 ½ morgen, hoert toe de erfgenamen van Ramp voers, om 14 gld",fol 18v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000165,1562,"Cornelis Pieter Remmen gebruikt daeran 3 morgen, hoert toe de erfgenamen voers, om 50 gld 10 st mit een veertge, getaxeerd op 25 st",fol 18v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000166,1562,"Claes Willem Rosart gebruikt daeran 4 morgen min ½ hont, hoert toe de erfgenamen van Adam Bol te Haerlem, om 52 st",fol 18v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000167,1562,"Willem Sop gebruikt daeran 2 morgen 4 hont, hoert toe Crijstoffel van Scaegen [Schagen] c.s tot Haerlem, om 21 gld",fol 18v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000168,1562,"Willem Pietersz gebruikt daaran 2 morgen 2 ½ hont, hoert toe Claes Gerytsz, van Scalllekwyk buiten Haerlem, om 36 gld",fol 19,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000169,1562,"Willem Pietersz voers. gebruikt daeran 2 morgen 2 hont, hoert toe Aris Michielsz tot Amsterdam, om 34 gld",fol 19,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000170,1562,"Dirck Fransz gebruikt daeran bewesten 3 morgen, hoert toe Crystoffel van Scaegen [Schagen] c.s tot Haerlem, om 15 gld",fol 19,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000171,1562,"Claes Wyllem Rosaert gebruikt 10 hont, hoert toe de H. Geest te Haerlem, om 19 gld",fol 19,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000172,1562,"Claes Wyllem Rosaert gebruikt daeran 4 morgen 3 hont eigen land, geset op 44 gld",fol 19,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000173,1562,"Wyllem Pietersz gebruikt daeran een sate, groot 5 morgen 1 hont, hoert toe Jan Vrancken tot Leiden, om 40 gld",fol 19v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000174,1562,"Dirck Fransz gebruikt daeran 2 ½ morgen, hoert toe Steeve van Huesen tot Leiden, om 29 gld",fol 19v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000175,1562,"Willem Pietersz voors, gebruikt daeran 2 morgen 2 hont, hoert toe Steeve van Huesen voers, om 16 gld",fol 19v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000176,1562,"Pieter Heyndricksz van Velsen gebruikt daeran 5 ½ hont eigen land, geset op 12 gld",fol 19v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000177,1562,"Willem Pietersz gebruikt daer bewesten an een croft groot 3 morgen 5 hont, hoert toe Crijstofel van Scaegen c.s tot Haerlem, om 25 gld",fol 19v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000178,1562,"jonge Jan Gerytsz gebruikt daeran 11 hont, hoert toe St Elisabethsgasthuis, om 30 gld",fol 20,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000179,1562,"Dirck Fransz gebruikt daeran 2 morgen 1 hont, hoert toe Wouter van Beekesteyn tot Haerlem, om 24 gld",fol 20,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000180,1562,"Willem Pietersz gebruikt daeran 3 morgen min ½ hont, hoert toe Aris Michielsz tot Amsterdam, om 46 gld",fol 20,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000181,1562,"Ove [ouwe] Jan Gherytsz 2 morgen 8 hont eigen land, gezet op 11 gld",fol 20,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000182,1562,"Pauels van Vuijtgheest [Paul van Uitgeest] gebruikt daeran zijn woning met 1 morgen eigen land, gezet op 10 gld",fol 20,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000183,1562,"Symon Florijsz gebruikt daeran 4 mad ½ hont eigen land, gezet op 25 gld",fol 20v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000184,1562,"Claes Willem Rosaert gebruikt daeran 2 morgen 2 ½ hont, hoert toe Symon Jansz Schoetgen [brouwer] tot Haerlem, om 42 gld",fol 20v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000185,1562,"Willem Sop gebruikt daeran een sate groot 5 morgen, hoert toe Cornelis Hals, tot Haerlem, om 82 gld",fol 20v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000186,1562,"Symon Jansz gebruikt daeran 2 morgen 4 ½ hont, hoert toe St Elisabethsgasthuis, om 26 gld",fol 20v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000187,1562,"Frans Claesz knecht van Swil heeft voer zijn meester angebracht een woening daeran, hoert Govart Vreericxz, brouwer tot Haerlem, om 21 gld",fol 20v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000188,1562,"Jaspar Florijsz gebruikt zijn woning daer besijden, geset op 21 gld",fol 21,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000189,1562,"Jaspar Florysz voers heeft daar besyden staen een pannen huijsken, es bewoont in t jaer '61 bij Garbrant van Rijck, om 11 gld 10st",fol 21,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000190,1562,"Pieter Coeijer gebruyckt daer beoosten an 3 morgen 4 ½ hont, hoert toe Claes Willemsz tot Sandtvoert, om 60 gld",fol 21,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000191,1562,"Huijch Ariansz, van Heemstede, gebruikt daeran 2 ½ morgen, hoert mr Reijer [van der Horst] tot Amsterdam, om 14 gld",fol 21,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000192,1562,"Jaspar Florysz gebruikt daeran 2 ½ morgen, hoert toe St Elis.gasthuis, om 15 gld",fol 21,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000193,1562,"Martyn Claesz Pickert, tot Sandtvoort, gebruikt daeran 7 hond eigen land te Overveen, gezet op 14 gld",fol 21v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000194,1562,"Jacop van Huesen, tot Haerlem, heeft angebrocht voor Steeve van Huesen zyn broeder 7 ½ hond, gebruikt bij Pouels van Vuijtgeest [Paul van Uitgeest], om 12 gld",fol 21v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000195,1562,"Mary Jansdochter, weduwe van Kors Claesz, gebruikt daeran 6 morgen 1 hont lants, hoert Johan van Hoeren [van Hoorn] tot Haerlem, om 58 gld",fol 21v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000196,1562,Johan van Hoeren voers. bruikt darean 6 morgen 2 ½ hont. Verleden jaar 45 gld geno(ten),fol 21v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000197,1562,"Lysbeth, weduwe van Anthonis in den Aerden hout, gebruikt haer eigen woning, is gezet op 11 gld",fol 21v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000198,1562,"Symon Jansz gebruyckt daerbij zijn eigen woning, gezet op 21 gld",fol 22,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000199,1562,"Willem Sop gebruikt 6 morgen 4 hont, hoert de erfgenamen van Joest van Hillegom tot Haerlem, om 24 gld 10st",fol 22,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000200,1562,"Pieters Coeijers huijs zonder lant, geset op 7 gld",fol 22,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000201,1562,"Jacop van Huesen en Pieter Vlasman hebben daer bewesten an 2 morgen 5 ½ hont eigen land, geset op 7 gld",fol 22,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000202,1562,"Loutgen Bonnievaer gebruikt daeran een sate groot 5 morgen 5 hont, hoert toe de erfgenamen van Dirck Vuytdrager [uitdrager] tot Haerlem, om 36 gld",fol 22,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000203,1562,"ouwe Jan Gerytsz gebruikt daar benoorden an 2 morgen 3 ½ hont eigen land, gezet op 15 gld",fol 22v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000204,1562,"cleyn Jan Gherytsz gebruikt daaran zijn eigen woning mettet land, groot 5 hont, gezet op 6 gld 10st",fol 22v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000205,1562,"Claes Willem Rosart gebruikt daeran 2 croften, hoert toe de erfgenamen van Adam Bol tot Haerlem, groot 6 morgen ½ hont, om 40 gld",fol 22v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000206,1562,"Claes Willem Rosart voors. gebruikt daeran zijn woning en landen, groot 3 morgen 2 ½ hont eigen land, gezet op 24 gld",fol 22v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000207,1562,"Albart Jacop, een scamel man, leeft v.d. aelmisse van goede luyden, bewoent  een cleijn huijsken, is geset op nyet",fol 22v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000208,1562,"Symon Florijsz gebruikt daeran zijn woning, groot 5 morgen 2 ½ hont eigen land, is gezet op 24 gld",fol 23,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
